Date,Ativo,Retorno_Diario
2023-06-16,BBAS3.SA,-0.0074206469818702825
2023-06-19,BBAS3.SA,0.018589603456971027
2023-06-20,BBAS3.SA,-0.00019846249776289682
2023-06-21,BBAS3.SA,0.031547718988479856
2023-06-22,BBAS3.SA,-0.019042018505416536
2023-06-23,BBAS3.SA,0.0003919762444910546
2023-06-26,BBAS3.SA,0.0023520060223338746
2023-06-27,BBAS3.SA,-0.018380904349425853
2023-06-28,BBAS3.SA,-0.012151418975133277
2023-06-29,BBAS3.SA,0.009276105255982658
2023-06-30,BBAS3.SA,-0.012986851255107457
2023-07-03,BBAS3.SA,0.020040373244837317
2023-07-04,BBAS3.SA,-0.006350521674178711
2023-07-05,BBAS3.SA,-0.006590646121929056
2023-07-06,BBAS3.SA,-0.014676417895212346
2023-07-07,BBAS3.SA,0.01938378589025702
2023-07-10,BBAS3.SA,-0.01841472223426288
2023-07-11,BBAS3.SA,-0.014273983859989126
2023-07-12,BBAS3.SA,-0.016135804052840097
2023-07-13,BBAS3.SA,0.009461776616896733
2023-07-14,BBAS3.SA,-0.006665525721676113
2023-07-17,BBAS3.SA,0.008806926941820281
2023-07-18,BBAS3.SA,0.0033255997323407005
2023-07-19,BBAS3.SA,-0.01740174014573881
2023-07-20,BBAS3.SA,0.010963560121598048
2023-07-21,BBAS3.SA,0.011887221263234382
2023-07-24,BBAS3.SA,-0.019579542106644032
2023-07-25,BBAS3.SA,-0.005255384425871479
2023-07-26,BBAS3.SA,0.008453039051175226
2023-07-27,BBAS3.SA,-0.02053654177511055
2023-07-28,BBAS3.SA,0.011553406251633369
2023-07-31,BBAS3.SA,0.019247125801358234
2023-08-01,BBAS3.SA,-0.017223677640411772
2023-08-02,BBAS3.SA,0.004434193831495348
2023-08-03,BBAS3.SA,0.0016819142950568189
2023-08-04,BBAS3.SA,-0.005246655640138154
2023-08-07,BBAS3.SA,-0.0016878502997241807
2023-08-08,BBAS3.SA,-0.006973853361885718
2023-08-09,BBAS3.SA,-0.005533062147321521
2023-08-10,BBAS3.SA,0.005135859009220756
2023-08-11,BBAS3.SA,0.010858032429483577
2023-08-14,BBAS3.SA,-0.00989894655707213
2023-08-15,BBAS3.SA,-0.005318085400219497
2023-08-16,BBAS3.SA,0.008554371451063414
2023-08-17,BBAS3.SA,0.009330083165602687
2023-08-18,BBAS3.SA,0.0039916700899915725
2023-08-21,BBAS3.SA,-0.0035573999640718945
2023-08-22,BBAS3.SA,0.024906436298006263
2023-08-23,BBAS3.SA,0.004377855419469778
2023-08-24,BBAS3.SA,-0.013075948776153035
2023-08-25,BBAS3.SA,-0.013039013784755915
2023-08-28,BBAS3.SA,0.028766132605371197
2023-08-29,BBAS3.SA,0.00559250425490454
2023-08-30,BBAS3.SA,-0.014418180374666578
2023-08-31,BBAS3.SA,-0.015674074935208115
2023-09-01,BBAS3.SA,0.006794223068572913
2023-09-04,BBAS3.SA,-0.0031631466632970895
2023-09-05,BBAS3.SA,-0.003596603035865953
2023-09-06,BBAS3.SA,-0.0067938433120992014
2023-09-08,BBAS3.SA,-0.00299287693377992
2023-09-11,BBAS3.SA,0.015866240672754328
2023-09-12,BBAS3.SA,0.005403143393102328
2023-09-13,BBAS3.SA,-0.0008454947716750594
2023-09-14,BBAS3.SA,0.002750770462818908
2023-09-15,BBAS3.SA,0.0033762114213855554
2023-09-18,BBAS3.SA,-0.004206180437997475
2023-09-19,BBAS3.SA,-0.0014783111638233537
2023-09-20,BBAS3.SA,0.008883280550909367
2023-09-21,BBAS3.SA,-0.022851107844495178
2023-09-22,BBAS3.SA,0.0017162125885945567
2023-09-25,BBAS3.SA,-0.005782864424590195
2023-09-26,BBAS3.SA,-0.014217857163353664
2023-09-27,BBAS3.SA,0.008741331344090053
2023-09-28,BBAS3.SA,0.03206214587370271
2023-09-29,BBAS3.SA,-0.009655707451291629
2023-10-02,BBAS3.SA,-0.002755435111992277
2023-10-03,BBAS3.SA,-0.012752168637780947
2023-10-04,BBAS3.SA,0.007534962245850263
2023-10-05,BBAS3.SA,0.0029911788307117604
2023-10-06,BBAS3.SA,0.040690308435965994
2023-10-09,BBAS3.SA,-0.0053222924577709385
2023-10-10,BBAS3.SA,-0.001646369935678571
2023-10-11,BBAS3.SA,0.009482444343497765
2023-10-13,BBAS3.SA,-0.0030630916362447413
2023-10-16,BBAS3.SA,0.020278537953138054
2023-10-17,BBAS3.SA,-0.009034306457038954
2023-10-18,BBAS3.SA,-0.004862241585752991
2023-10-19,BBAS3.SA,0.007736171809832548
2023-10-20,BBAS3.SA,-0.0032321171968763274
2023-10-23,BBAS3.SA,-0.001418957061160686
2023-10-24,BBAS3.SA,-0.004668088541203375
2023-10-25,BBAS3.SA,0.00020398704587187844
2023-10-26,BBAS3.SA,0.02079501247027271
2023-10-27,BBAS3.SA,-0.025364385415857504
2023-10-30,BBAS3.SA,-0.006967302645939033
2023-10-31,BBAS3.SA,-0.0022698888080664448
2023-11-01,BBAS3.SA,0.0010340314821262186
2023-11-03,BBAS3.SA,0.03512396523628758
2023-11-06,BBAS3.SA,0.006986275243823892
